"time","h","v","der(h)","der(v)","v_new","foo","flying","impact"
1.656,0.1145778504950784,0.2454708766104252,0.2454708766104252,-9.81,1.519300292923532,2,1,0
1.662,0.1158740957547001,0.1866108766104251,0.1866108766104251,-9.81,1.519300292923532,2,1,0
1.668,0.1168171810143252,0.1277508766104251,0.1277508766104251,-9.81,1.519300292923532,2,1,0
1.674,0.1174071062739536,0.06889087661042503,0.06889087661042503,-9.81,1.519300292923532,2,1,0
1.68,0.1176438715335854,0.01003087661042495,0.01003087661042495,-9.81,1.519300292923532,2,1,0
1.681022515464879,0.1176489998967596,-1.000387828131721e-10,-1.000387828131721e-10,-9.81,1.519300292923532,2,1,0
1.681022515464879,0.1176489998967596,-1.000387828131721e-10,-1.000387828131721e-10,-9.81,1.519300292923532,2,1,0
1.686,0.1175274767923265,-0.0488291233895749,-0.0488291233895749,-9.81,1.519300292923532,2,1,0
1.692,0.1170579220518796,-0.1076891233895742,-0.1076891233895742,-9.81,1.519300292923532,2,1,0
1.698,0.1162352073114791,-0.1665491233895742,-0.1665491233895742,-9.81,1.519300292923532,2,1,0
1.704,0.115059332571099,-0.2254091233895749,-0.2254091233895749,-9.81,1.519300292923532,2,1,0
1.71,0.1135302978307237,-0.2842691233895749,-0.2842691233895749,-9.81,1.519300292923532,2,1,0
1.716,0.1116481030903603,-0.343129123389575,-0.343129123389575,-9.81,1.519300292923532,2,1,0
1.722,0.1094127483500005,-0.401989123389574,-0.401989123389574,-9.81,1.519300292923532,2,1,0
1.728,0.1068242336096386,-0.4608491233895741,-0.4608491233895741,-9.81,1.519300292923532,2,1,0
1.734,0.1038825588692801,-0.5197091233895742,-0.5197091233895742,-9.81,1.519300292923532,2,1,0
1.74,0.1005877241289249,-0.5785691233895742,-0.5785691233895742,-9.81,1.519300292923532,2,1,0
1.746,0.09693972938857305,-0.6374291233895742,-0.6374291233895742,-9.81,1.519300292923532,2,1,0
1.752,0.09293857464822455,-0.6962891233895744,-0.6962891233895744,-9.81,1.519300292923532,2,1,0
1.758,0.08858425990787751,-0.7551491233895746,-0.7551491233895746,-9.81,1.519300292923532,2,1,0
1.764,0.08387678516752602,-0.8140091233895747,-0.8140091233895747,-9.81,1.519300292923532,2,1,0
1.77,0.07881615042717537,-0.8728691233895748,-0.8728691233895748,-9.81,1.519300292923532,2,1,0
1.776,0.07340235568682557,-0.9317291233895748,-0.9317291233895748,-9.81,1.519300292923532,2,1,0
1.782,0.06763540094647663,-0.9905891233895748,-0.9905891233895748,-9.81,1.519300292923532,2,1,0
1.788,0.06151528620612855,-1.049449123389575,-1.049449123389575,-9.81,1.519300292923532,2,1,0
1.794,0.05504201146578131,-1.108309123389575,-1.108309123389575,-9.81,1.519300292923532,2,1,0
1.8,0.04821557672543493,-1.167169123389575,-1.167169123389575,-9.81,1.519300292923532,2,1,0
1.806,0.04103598198508939,-1.226029123389575,-1.226029123389575,-9.81,1.519300292923532,2,1,0
1.812,0.0335032272447447,-1.284889123389575,-1.284889123389575,-9.81,1.519300292923532,2,1,0
1.818,0.02561731250440087,-1.343749123389575,-1.343749123389575,-9.81,1.519300292923532,2,1,0
1.824,0.01737823776405789,-1.402609123389575,-1.402609123389575,-9.81,1.519300292923532,2,1,0
1.83,0.008786003023715756,-1.461469123389575,-1.461469123389575,-9.81,1.519300292923532,2,1,0
1.835895124309732,-1.000329710558467e-10,-1.519300292868042,-1.519300292868042,-9.81,1.519300292923532,2,1,0
1.835895124309732,-1.000329710558467e-10,1.063510205007629,1.063510205007629,-9.81,1.063510205007629,1,1,1
1.835895124497823,1.000033103573637e-10,1.063510203162459,1.063510203162459,-9.81,1.063510205007629,1,1,1
1.835895124497823,1.000033103573637e-10,1.063510203162459,1.063510203162459,-9.81,1.063510205007629,2,1,0
1.836,0.0001114823162072422,1.062481374486097,1.062481374486097,-9.81,1.063510205007629,2,1,0
1.842,0.006309790562181946,1.003621374486098,1.003621374486098,-9.81,1.063510205007629,2,1,0
1.848,0.01215493880890777,0.9447613744860964,0.9447613744860964,-9.81,1.063510205007629,2,1,0
1.854,0.01764692705570464,0.8859013744860964,0.8859013744860964,-9.81,1.063510205007629,2,1,0
1.86,0.02278575530253569,0.8270413744860964,0.8270413744860964,-9.81,1.063510205007629,2,1,0
1.866,0.02757142354939348,0.7681813744860966,0.7681813744860966,-9.81,1.063510205007629,2,1,0
1.872,0.03200393179624555,0.7093213744860966,0.7093213744860966,-9.81,1.063510205007629,2,1,0
1.878,0.03608328004310944,0.6504613744860988,0.6504613744860988,-9.81,1.063510205007629,2,1,0
1.884,0.03980946828998548,0.5916013744860986,0.5916013744860986,-9.81,1.063510205007629,2,1,0
1.89,0.0431824965368735,0.5327413744860986,0.5327413744860986,-9.81,1.063510205007629,2,1,0
1.896,0.04620236478375345,0.473881374486099,0.473881374486099,-9.81,1.063510205007629,2,1,0
1.902,0.04886907303063398,0.4150213744860989,0.4150213744860989,-9.81,1.063510205007629,2,1,0
1.908,0.05118262127751787,0.3561613744860988,0.3561613744860988,-9.81,1.063510205007629,2,1,0
1.914,0.05314300952440511,0.2973013744860988,0.2973013744860988,-9.81,1.063510205007629,2,1,0
1.92,0.05475023777129569,0.2384413744860987,0.2384413744860987,-9.81,1.063510205007629,2,1,0
1.926,0.05600430601818962,0.1795813744860986,0.1795813744860986,-9.81,1.063510205007629,2,1,0
1.932,0.05690521426508692,0.1207213744860986,0.1207213744860986,-9.81,1.063510205007629,2,1,0
1.938,0.05745296251198755,0.06186137448609852,0.06186137448609852,-9.81,1.063510205007629,2,1,0
1.944,0.05764755075889155,0.00300137448609845,0.00300137448609845,-9.81,1.063510205007629,2,1,0
1.944305950518481,0.05764800989491575,-1.002048605005358e-10,-1.002048605005358e-10,-9.81,1.063510205007629,2,1,0
1.944305950518481,0.05764800989491575,-1.002048605005358e-10,-1.002048605005358e-10,-9.81,1.063510205007629,2,1,0
1.95,0.05748897900487113,-0.05585862551390157,-0.05585862551390157,-9.81,1.063510205007629,2,1,0
1.956,0.05697724725168812,-0.1147186255139009,-0.1147186255139009,-9.81,1.063510205007629,2,1,0
1.962,0.05611235549854745,-0.173578625513901,-0.173578625513901,-9.81,1.063510205007629,2,1,0
1.968,0.05489430374542057,-0.2324386255139018,-0.2324386255139018,-9.81,1.063510205007629,2,1,0
1.974,0.05332309199230069,-0.2912986255139019,-0.2912986255139019,-9.81,1.063510205007629,2,1,0
1.98,0.05139872023919278,-0.350158625513902,-0.350158625513902,-9.81,1.063510205007629,2,1,0
1.986,0.04912118848608621,-0.4090186255139014,-0.4090186255139014,-9.81,1.063510205007629,2,1,0
1.992,0.04649049673297875,-0.4678786255139015,-0.4678786255139015,-9.81,1.063510205007629,2,1,0
1.998,0.04350664497987464,-0.5267386255139015,-0.5267386255139015,-9.81,1.063510205007629,2,1,0
2.004,0.04016963322677389,-0.5855986255139016,-0.5855986255139016,-9.81,1.063510205007629,2,1,0
2.01,0.03647946147367662,-0.6444586255138994,-0.6444586255138994,-9.81,1.063510205007629,2,1,0
2.016,0.03243612972058243,-0.7033186255139017,-0.7033186255139017,-9.81,1.063510205007629,2,1,0
2.022,0.02803963796748905,-0.7621786255138985,-0.7621786255138985,-9.81,1.063510205007629,2,1,0
2.028,0.02328998621439152,-0.8210386255139007,-0.8210386255139007,-9.81,1.063510205007629,2,1,0
2.034,0.01818717446129523,-0.8798986255138985,-0.8798986255138985,-9.81,1.063510205007629,2,1,0
2.04,0.01273120270819939,-0.9387586255139008,-0.9387586255139008,-9.81,1.063510205007629,2,1,0
2.046,0.006922070955104812,-0.9976186255138987,-0.9976186255138987,-9.81,1.063510205007629,2,1,0
2.052,0.0007597792020106473,-1.056478625513901,-1.056478625513901,-9.81,1.063510205007629,2,1,0
2.052716776702887,-1.000256266703303e-10,-1.063510204969219,-1.063510204969219,-9.81,1.063510205007629,2,1,0
2.052716776702887,-1.000256266703303e-10,0.744457143478453,0.744457143478453,-9.81,0.744457143478453,1,1,1
2.052716776971594,1.000152124566642e-10,0.7444571408424331,0.7444571408424331,-9.81,0.744457143478453,1,1,1
2.052716776971594,1.000152124566642e-10,0.7444571408424331,0.7444571408424331,-9.81,0.744457143478453,2,1,0
2.058,0.003796222662093562,0.6926287229337732,0.6926287229337732,-9.81,0.744457143478453,2,1,0
2.064,0.007775414999406473,0.6337687229337688,0.6337687229337688,-9.81,0.744457143478453,2,1,0
2.07,0.01140144733684624,0.5749087229337709,0.5749087229337709,-9.81,0.744457143478453,2,1,0
2.076,0.01467431967430862,0.5160487229337687,0.5160487229337687,-9.81,0.744457143478453,2,1,0
2.082,0.01759403201181913,0.4571887229337708,0.4571887229337708,-9.81,0.744457143478453,2,1,0
2.088,0.02016058434935325,0.3983287229337686,0.3983287229337686,-9.81,0.744457143478453,2,1,0
2.094,0.02237397668687698,0.3394687229337707,0.3394687229337707,-9.81,0.744457143478453,2,1,0
2.1,0.02423420902441283,0.2806087229337685,0.2806087229337685,-9.81,0.744457143478453,2,1,0
2.106,0.02574128136196054,0.2217487229337706,0.2217487229337706,-9.81,0.744457143478453,2,1,0
2.112,0.02689519369952033,0.1628887229337684,0.1628887229337684,-9.81,0.744457143478453,2,1,0
2.118,0.02769594603709202,0.1040287229337705,0.1040287229337705,-9.81,0.744457143478453,2,1,0
2.124,0.02814353837464831,0.04516872293376839,0.04516872293376839,-9.81,0.744457143478453,2,1,0
2.128604355049334,0.02824752479314016,-1.001937421918342e-10,-1.001937421918342e-10,-9.81,0.744457143478453,2,1,0
2.128604355049334,0.02824752479314016,-1.001937421918342e-10,-1.001937421918342e-10,-9.81,0.744457143478453,2,1,0
2.13,0.02823797071145593,-0.01369127706623144,-0.01369127706623144,-9.81,0.744457143478453,2,1,0
2.136,0.02797924304884566,-0.07255127706623078,-0.07255127706623078,-9.81,0.744457143478453,2,1,0
2.142,0.02736735538636545,-0.1314112770662292,-0.1314112770662292,-9.81,0.744457143478453,2,1,0
2.148,0.02640230772392194,-0.1902712770662323,-0.1902712770662323,-9.81,0.744457143478453,2,1,0
2.154,0.02508410006147955,-0.2491312770662302,-0.2491312770662302,-9.81,0.744457143478453,2,1,0
2.16,0.02341273239904902,-0.3079912770662325,-0.3079912770662325,-9.81,0.744457143478453,2,1,0
2.166,0.0213882047366306,-0.3668512770662303,-0.3668512770662303,-9.81,0.744457143478453,2,1,0
2.172,0.01901051707420746,-0.4257112770662345,-0.4257112770662345,-9.81,0.744457143478453,2,1,0
2.178,0.01627966941178706,-0.4845712770662324,-0.4845712770662324,-9.81,0.744457143478453,2,1,0
2.184,0.0131956617493698,-0.5434312770662346,-0.5434312770662346,-9.81,0.744457143478453,2,1,0
2.19,0.009758494086956131,-0.6022912770662325,-0.6022912770662325,-9.81,0.744457143478453,2,1,0
2.196,0.005968166424545545,-0.6611512770662348,-0.6611512770662348,-9.81,0.744457143478453,2,1,0
2.202,0.001824678762138603,-0.7200112770662327,-0.7200112770662327,-9.81,0.744457143478453,2,1,0
2.204491933368628,-1.000113614699812e-10,-0.7444571434124746,-0.7444571434124746,-9.81,0.744457143478453,2,1,0
2.204491933368628,-1.000113614699812e-10,0.5211200003887322,0.5211200003887322,-9.81,0.5211200003887322,1,1,1
2.204491933752441,1.000005751501753e-10,0.5211199966235319,0.5211199966235319,-9.81,0.5211200003887322,1,1,1
2.204491933752441,1.000005751501753e-10,0.5211199966235319,0.5211199966235319,-9.81,0.5211200003887322,2,1,0
2.208,0.001767760045444772,0.4867058667349703,0.4867058667349703,-9.81,0.5211200003887322,2,1,0
2.214,0.004511415245557391,0.4278458667349738,0.4278458667349738,-9.81,0.5211200003887322,2,1,0
2.22,0.006901910445820337,0.3689858667349734,0.3689858667349734,-9.81,0.5211200003887322,2,1,0
2.226,0.008939245646112898,0.3101258667349755,0.3101258667349755,-9.81,0.5211200003887322,2,1,0
2.232,0.01062342084645395,0.2512658667349733,0.2512658667349733,-9.81,0.5211200003887322,2,1,0
2.238,0.01195443604679616,0.1924058667349747,0.1924058667349747,-9.81,0.5211200003887322,2,1,0
2.244,0.01293229124714282,0.1335458667349725,0.1335458667349725,-9.81,0.5211200003887322,2,1,0
2.25,0.0135569864475014,0.0746858667349746,0.0746858667349746,-9.81,0.5211200003887322,2,1,0
2.256,0.01382852164787199,0.01582586673497672,0.01582586673497672,-9.81,0.5211200003887322,2,1,0
2.257613238209499,0.0138412870942403,-1.002138233507921e-10,-1.002138233507921e-10,-9.81,0.5211200003887322,2,1,0
2.257613238209499,0.0138412870942403,-1.002138233507921e-10,-1.002138233507921e-10,-9.81,0.5211200003887322,2,1,0
2.262,0.01374689684737004,-0.04303413326502733,-0.04303413326502733,-9.81,0.5211200003887322,2,1,0
2.268,0.01331211204766604,-0.1018941332650222,-0.1018941332650222,-9.81,0.5211200003887322,2,1,0
2.274,0.01252416724800807,-0.1607541332650244,-0.1607541332650244,-9.81,0.5211200003887322,2,1,0
2.28,0.0113830624483757,-0.2196141332650225,-0.2196141332650225,-9.81,0.5211200003887322,2,1,0
2.286,0.009888797648746409,-0.2784741332650248,-0.2784741332650248,-9.81,0.5211200003887322,2,1,0
2.292,0.008041372849129228,-0.3373341332650227,-0.3373341332650227,-9.81,0.5211200003887322,2,1,0
2.298,0.005840788049517164,-0.3961941332650256,-0.3961941332650256,-9.81,0.5211200003887322,2,1,0
2.304,0.003287043249902334,-0.4550541332650235,-0.4550541332650235,-9.81,0.5211200003887322,2,1,0
2.31,0.0003801384502906474,-0.5139141332650257,-0.5139141332650257,-9.81,0.5211200003887322,2,1,0
2.310734543022235,-1.000092940319636e-10,-0.5211200003131529,-0.5211200003131529,-9.81,0.5211200003887322,2,1,0
2.310734543022235,-1.000092940319636e-10,0.364784000219207,0.364784000219207,-9.81,0.364784000219207,1,1,1
2.310734543570551,1.000070561327144e-10,0.3647839948402277,0.3647839948402277,-9.81,0.364784000219207,1,1,1
2.310734543570551,1.000070561327144e-10,0.3647839948402277,0.3647839948402277,-9.81,0.364784000219207,2,1,0
2.316,0.001784763050276312,0.3131298672673393,0.3131298672673393,-9.81,0.364784000219207,2,1,0
2.322,0.00348696225369787,0.2542698672673351,0.2542698672673351,-9.81,0.364784000219207,2,1,0
2.328,0.004836001457190178,0.1954098672673377,0.1954098672673377,-9.81,0.364784000219207,2,1,0
2.334,0.005831880660718094,0.1365498672673355,0.1365498672673355,-9.81,0.364784000219207,2,1,0
2.34,0.00647459986426523,0.07768986726733856,0.07768986726733856,-9.81,0.364784000219207,2,1,0
2.346,0.006764159067811325,0.01882986726733632,0.01882986726733632,-9.81,0.364784000219207,2,1,0
2.347919456408519,0.006782230622398045,-1.002349037104722e-10,-1.002349037104722e-10,-9.81,0.364784000219207,2,1,0
2.347919456408519,0.006782230622398045,-1.002349037104722e-10,-1.002349037104722e-10,-9.81,0.364784000219207,2,1,0
2.352,0.006700558270503017,-0.04003013273266436,-0.04003013273266436,-9.81,0.364784000219207,2,1,0
2.358,0.006283797473990911,-0.09889013273266649,-0.09889013273266649,-9.81,0.364784000219207,2,1,0
2.364,0.005513876677524678,-0.1577501327326644,-0.1577501327326644,-9.81,0.364784000219207,2,1,0
2.37,0.004390795881086404,-0.2166101327326665,-0.2166101327326665,-9.81,0.364784000219207,2,1,0
2.376,0.002914555084650768,-0.2754701327326644,-0.2754701327326644,-9.81,0.364784000219207,2,1,0
2.382,0.001085154288226989,-0.3343301327326666,-0.3343301327326666,-9.81,0.364784000219207,2,1,0
2.385104369765155,-1.000066919196445e-10,-0.3647840001288408,-0.3647840001288408,-9.81,0.364784000219207,2,1,0
2.385104369765155,-1.000066919196445e-10,0.2553488000901886,0.2553488000901886,-9.81,0.2553488000901886,1,1,1
2.385104370548428,1.000002122186895e-10,0.2553487924062889,0.2553487924062889,-9.81,0.2553488000901886,1,1,1
2.385104370548428,1.000002122186895e-10,0.2553487924062889,0.2553487924062889,-9.81,0.2553488000901886,2,1,0
2.388,0.0006982687764606368,0.2269426674863653,0.2269426674863653,-9.81,0.2553488000901886,2,1,0
2.394,0.001883344781147205,0.1680826674863631,0.1680826674863631,-9.81,0.2553488000901886,2,1,0
2.4,0.002715260785955284,0.1092226674863667,0.1092226674863667,-9.81,0.2553488000901886,2,1,0
2.406,0.00319401679079729,0.05036266748636447,0.05036266748636447,-9.81,0.2553488000901886,2,1,0
2.411133809132168,0.003323292951627551,-1.002071211094292e-10,-1.002071211094292e-10,-9.81,0.2553488000901886,2,1,0
2.411133809132168,0.003323292951627551,-1.002071211094292e-10,-1.002071211094292e-10,-9.81,0.2553488000901886,2,1,0
2.412,0.003319612794960092,-0.008497332513637353,-0.008497332513637353,-9.81,0.2553488000901886,2,1,0
2.418,0.003092048799626195,-0.06735733251363729,-0.06735733251363729,-9.81,0.2553488000901886,2,1,0
2.424,0.002511324804457335,-0.1262173325136369,-0.1262173325136369,-9.81,0.2553488000901886,2,1,0
2.43,0.001577440809327655,-0.1850773325136391,-0.1850773325136391,-9.81,0.2553488000901886,2,1,0
2.436,0.0002903968141999206,-0.2439373325136361,-0.2439373325136361,-9.81,0.2553488000901886,2,1,0
2.437163248467347,-1.00001996483981e-10,-0.2553487999783075,-0.2553487999783075,-9.81,0.2553488000901886,2,1,0
2.437163248467347,-1.00001996483981e-10,0.1787441599848152,0.1787441599848152,-9.81,0.1787441599848152,1,1,1
2.437163249586282,1.000001786330026e-10,0.1787441490080623,0.1787441490080623,-9.81,0.1787441599848152,1,1,1
2.437163249586282,1.000001786330026e-10,0.1787441490080623,0.1787441490080623,-9.81,0.1787441599848152,2,1,0
2.442,0.0007497926072795944,0.131295627449488,0.131295627449488,-9.81,0.1787441599848152,2,1,0
2.448,0.001360986371833613,0.07243562744948841,0.07243562744948841,-9.81,0.1787441599848152,2,1,0
2.454,0.0016190201364376,0.01357562744948714,0.01357562744948714,-9.81,0.1787441599848152,2,1,0
2.455383856019331,0.001628413493234217,-1.001510402387495e-10,-1.001510402387495e-10,-9.81,0.1787441599848152,2,1,0
2.455383856019331,0.001628413493234217,-1.001510402387495e-10,-1.001510402387495e-10,-9.81,0.1787441599848152,2,1,0
2.46,0.001523893900212076,-0.04528437255050966,-0.04528437255050966,-9.81,0.1787441599848152,2,1,0
2.466,0.001075607664795618,-0.1041443725505132,-0.1041443725505132,-9.81,0.1787441599848152,2,1,0
2.472,0.0002741614294266224,-0.1630043725505111,-0.1630043725505111,-9.81,0.1787441599848152,2,1,0
2.473604463536392,-1.00002922873751e-10,-0.1787441598425198,-0.1787441598425198,-9.81,0.1787441599848152,2,1,0
2.473604463536392,-1.00002922873751e-10,0.1251209118897638,0.1251209118897638,-9.81,0.1251209118897638,1,1,1
2.473604465134902,1.000028215571458e-10,0.1251208962083817,0.1251208962083817,-9.81,0.1251209118897638,1,1,1
2.473604465134902,1.000028215571458e-10,0.1251208962083817,0.1251208962083817,-9.81,0.1251209118897638,2,1,0
2.478,0.0004552051958005084,0.08200069918176876,0.08200069918176876,-9.81,0.1251209118897638,2,1,0
2.484,0.0007706293907535393,0.02314069918177173,0.02314069918177173,-9.81,0.1251209118897638,2,1,0
2.486358888815692,0.0007979225588399105,-1.001674299061506e-10,-1.001674299061506e-10,-9.81,0.1251209118897638,2,1,0
2.486358888815692,0.0007979225588399105,-1.001674299061506e-10,-1.001674299061506e-10,-9.81,0.1251209118897638,2,1,0
2.49,0.0007328935849219662,-0.03571930081822846,-0.03571930081822846,-9.81,0.1251209118897638,2,1,0
2.496,0.0003419977798903831,-0.09457930081822556,-0.09457930081822556,-9.81,0.1251209118897638,2,1,0
2.499113314055742,-1.000030402996226e-10,-0.1251209117050524,-0.1251209117050524,-9.81,0.1251209118897638,2,1,0
2.499113314055742,-1.000030402996226e-10,0.08758463819353668,0.08758463819353668,-9.81,0.08758463819353668,1,1,1
2.49911331633932,1.000015316100459e-10,0.08758461579163929,0.08758461579163929,-9.81,0.08758463819353668,1,1,1
2.49911331633932,1.000015316100459e-10,0.08758461579163929,0.08758461579163929,-9.81,0.08758463819353668,2,1,0
2.502,0.0002119560950997083,0.05926624908036551,0.05926624908036551,-9.81,0.08758463819353668,2,1,0
2.508,0.0003909735894075504,0.0004062490803615271,0.0004062490803615271,-9.81,0.08758463819353668,2,1,0
2.508041411741141,0.0003909820011456934,-1.002286953694616e-10,-1.002286953694616e-10,-9.81,0.08758463819353668,2,1,0
2.508041411741141,0.0003909820011456934,-1.002286953694616e-10,-1.002286953694616e-10,-9.81,0.08758463819353668,2,1,0
2.514,0.0002168310829458256,-0.05845375091963854,-0.05845375091963854,-9.81,0.08758463819353668,2,1,0
2.516969509381354,-1.000021650774188e-10,-0.08758463795072767,-0.08758463795072767,-9.81,0.08758463819353668,2,1,0
2.516969509381354,-1.000021650774188e-10,0.06130924656550937,0.06130924656550937,-9.81,0.06130924656550937,1,1,1
2.51696951264359,1.000006165883489e-10,0.06130921456297445,0.06130921456297445,-9.81,0.06130924656550937,1,1,1
2.51696951264359,1.000006165883489e-10,0.06130921456297445,0.06130921456297445,-9.81,0.06130924656550937,2,1,0
2.52,0.0001407500966144389,0.03158013359659161,0.03158013359659161,-9.81,0.06130924656550937,2,1,0
2.52321917774688,0.0001915811280089524,-1.002959451601448e-10,-1.002959451601448e-10,-9.81,0.06130924656550937,2,1,0
2.52321917774688,0.0001915811280089524,-1.002959451601448e-10,-1.002959451601448e-10,-9.81,0.06130924656550937,2,1,0
2.526,0.0001536508972447391,-0.027279866403407,-0.027279866403407,-9.81,0.06130924656550937,2,1,0
2.529468846059119,-1.000019799126284e-10,-0.06130924624336294,-0.06130924624336294,-9.81,0.06130924656550937,2,1,0
2.529468846059119,-1.000019799126284e-10,0.04291647237035406,0.04291647237035406,-9.81,0.04291647237035406,1,1,1
2.529468850719478,1.000007429393214e-10,0.04291642665223425,0.04291642665223425,-9.81,0.04291647237035406,1,1,1
2.529468850719478,1.000007429393214e-10,0.04291642665223425,0.04291642665223425,-9.81,0.04291647237035406,2,1,0
2.532,7.720303622774442e-05,0.01808585221030805,0.01808585221030805,-9.81,0.04291647237035406,2,1,0
2.533843613895058,9.387470027645418e-05,-1.002146846409979e-10,-1.002146846409979e-10,-9.81,0.04291647237035406,2,1,0
2.533843613895058,9.387470027645418e-05,-1.002146846409979e-10,-1.002146846409979e-10,-9.81,0.04291647237035406,2,1,0
2.538,9.138148513022567e-06,-0.04077414778969168,-0.04077414778969168,-9.81,0.04291647237035406,2,1,0
2.538218381666618,-1.000001380962358e-10,-0.04291647193921128,-0.04291647193921128,-9.81,0.04291647237035406,2,1,0
2.538218381666618,-1.000001380962358e-10,0.03004153035744789,0.03004153035744789,-9.81,0.03004153035744789,1,1,1
2.538218388324246,1.000003528385726e-10,0.03004146504611515,0.03004146504611515,-9.81,0.03004153035744789,1,1,1
2.538218388324246,1.000003528385726e-10,0.03004146504611515,0.03004146504611515,-9.81,0.03004153035744789,2,1,0
2.541280719124086,4.599855078023516e-05,-1.003181461511904e-10,-1.003181461511904e-10,-9.81,0.03004153035744789,2,1,0
2.541280719124086,4.599855078023516e-05,-1.003181461511904e-10,-1.003181461511904e-10,-9.81,0.03004153035744789,2,1,0
2.544,9.728583659472672e-06,-0.02667614549303676,-0.02667614549303676,-9.81,0.03004153035744789,2,1,0
2.54434305650212,-1.000008920673672e-10,-0.03004152977883253,-0.03004152977883253,-9.81,0.03004153035744789,2,1,0
2.54434305650212,-1.000008920673672e-10,0.02102907084518277,0.02102907084518277,-9.81,0.02102907084518277,1,1,1
2.544343066013147,1.000003013266928e-10,0.02102897754200812,0.02102897754200812,-9.81,0.02102907084518277,1,1,1
2.544343066013147,1.000003013266928e-10,0.02102897754200812,0.02102897754200812,-9.81,0.02102907084518277,2,1,0
2.546486692684149,2.253923760711093e-05,-1.005188891785994e-10,-1.005188891785994e-10,-9.81,0.02102907084518277,2,1,0
2.546486692684149,2.253923760711093e-05,-1.005188891785994e-10,-1.005188891785994e-10,-9.81,0.02102907084518277,2,1,0
2.548630328766347,-1.000003811904565e-10,-0.02102907006688007,-0.02102907006688007,-9.81,0.02102907084518277,2,1,0
2.548630328766347,-1.000003811904565e-10,0.01472034904681605,0.01472034904681605,-9.81,0.01472034904681605,1,1,1
2.548630342353689,1.000002853199977e-10,0.01472021575499185,0.01472021575499185,-9.81,0.01472034904681605,1,1,1
2.548630342353689,1.000002853199977e-10,0.01472021575499185,0.01472021575499185,-9.81,0.01472034904681605,2,1,0
2.55,1.096016134092711e-05,0.001283874244676825,0.001283874244676825,-9.81,0.01472034904681605,2,1,0
2.550130874041262,1.10441742273678e-05,-1.001077207241075e-10,-1.001077207241075e-10,-9.81,0.01472034904681605,2,1,0
2.550130874041262,1.10441742273678e-05,-1.001077207241075e-10,-1.001077207241075e-10,-9.81,0.01472034904681605,2,1,0
2.551631419188997,-1.00000541650684e-10,-0.01472034799938368,-0.01472034799938368,-9.81,0.01472034904681605,2,1,0
2.551631419188997,-1.00000541650684e-10,0.01030424359956858,0.01030424359956858,-9.81,0.01030424359956858,1,1,1
2.551631438599889,1.000001542027634e-10,0.01030405317871501,0.01030405317871501,-9.81,0.01030424359956858,1,1,1
2.551631438599889,1.000001542027634e-10,0.01030405317871501,0.01030405317871501,-9.81,0.01030424359956858,2,1,0
2.552681800809766,5.411593235432903e-06,-1.001761653230543e-10,-1.001761653230543e-10,-9.81,0.01030424359956858,2,1,0
2.552681800809766,5.411593235432903e-06,-1.001761653230543e-10,-1.001761653230543e-10,-9.81,0.01030424359956858,2,1,0
2.553732182265525,-1.000001536579781e-10,-0.01030424218117603,-0.01030424218117603,-9.81,0.01030424359956858,2,1,0
2.553732182265525,-1.000001536579781e-10,0.007212969526823221,0.007212969526823221,-9.81,0.007212969526823221,1,1,1
2.553732209996131,1.000001076493754e-10,0.007212697489584891,0.007212697489584891,-9.81,0.007212969526823221,1,1,1
2.553732209996131,1.000001076493754e-10,0.007212697489584891,0.007212697489584891,-9.81,0.007212969526823221,2,1,0
2.554467449301915,2.651628609691299e-06,-1.001553848536951e-10,-1.001553848536951e-10,-9.81,0.007212969526823221,2,1,0
2.554467449301915,2.651628609691299e-06,-1.001553848536951e-10,-1.001553848536951e-10,-9.81,0.007212969526823221,2,1,0
2.555202716122503,-1.000000196377782e-10,-0.007212967610129906,-0.007212967610129906,-9.81,0.007212969526823221,2,1,0
2.555202716122503,-1.000000196377782e-10,0.005049077327090934,0.005049077327090934,-9.81,0.005049077327090934,1,1,1
2.5552027557393,1.000000950662082e-10,0.005048688686316361,0.005048688686316361,-9.81,0.005049077327090934,1,1,1
2.5552027557393,1.000000950662082e-10,0.005048688686316361,0.005048688686316361,-9.81,0.005049077327090934,2,1,0
2.555717402914289,1.299246000926492e-06,-1.003224077162496e-10,-1.003224077162496e-10,-9.81,0.005049077327090934,2,1,0
2.555717402914289,1.299246000926492e-06,-1.003224077162496e-10,-1.003224077162496e-10,-9.81,0.005049077327090934,2,1,0
2.556,9.075266269802064e-07,-0.002772277511153561,-0.002772277511153561,-9.81,0.005049077327090934,2,1,0
2.55623208942204,-1.000000659760655e-10,-0.005049074741365173,-0.005049074741365173,-9.81,0.005049077327090934,2,1,0
2.55623208942204,-1.000000659760655e-10,0.003534352318955621,0.003534352318955621,-9.81,0.003534352318955621,1,1,1
2.556232146020889,1.000000434739076e-10,0.003533797084249391,0.003533797084249391,-9.81,0.003534352318955621,1,1,1
2.556232146020889,1.000000434739076e-10,0.003533797084249391,0.003533797084249391,-9.81,0.003534352318955621,2,1,0
2.556592369994819,6.365785804094646e-07,-1.00003911401858e-10,-1.00003911401858e-10,-9.81,0.003534352318955621,2,1,0
2.556592369994819,6.365785804094646e-07,-1.00003911401858e-10,-1.00003911401858e-10,-9.81,0.003534352318955621,2,1,0
2.556952650192811,-1.000000460141327e-10,-0.003534348842309663,-0.003534348842309663,-9.81,0.003534352318955621,2,1,0
